,Neighbourhood,Neighbourhood Longitude,Neighbourhood Latitude,Venue,Venue Category,Unnamed: 0
8897,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2688.0
8898,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2689.0
8899,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2690.0
8900,Bay Street Corridor,43.6575113467,-79.3857212509,Pilot Coffee Roasters,Coffee Shop,2691.0
8901,Bay Street Corridor,43.6575113467,-79.3857212509,Nespresso Boutique - Bar,Coffee Shop,2692.0
8902,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2693.0
8903,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2694.0
8904,Bay Street Corridor,43.6575113467,-79.3857212509,Rooster Coffee House,Coffee Shop,2695.0
8905,Bay Street Corridor,43.6575113467,-79.3857212509,Tim Hortons,Coffee Shop,2696.0
8906,Bay Street Corridor,43.6575113467,-79.3857212509,Tim Hortons,Coffee Shop,2697.0
8907,Bay Street Corridor,43.6575113467,-79.3857212509,Tim Hortons,Coffee Shop,2698.0
8908,Bay Street Corridor,43.6575113467,-79.3857212509,Tim Hortons,Coffee Shop,2699.0
8909,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2700.0
8910,Bay Street Corridor,43.6575113467,-79.3857212509,Tim Hortons,Coffee Shop,2701.0
8911,Bay Street Corridor,43.6575113467,-79.3857212509,Tim Hortons,Coffee Shop,2702.0
8912,Bay Street Corridor,43.6575113467,-79.3857212509,Hailed Coffee,Coffee Shop,2703.0
8913,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2704.0
8914,Bay Street Corridor,43.6575113467,-79.3857212509,Quantum Coffee,Coffee Shop,2705.0
8915,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2706.0
8916,Bay Street Corridor,43.6575113467,-79.3857212509,Strange Love,Coffee Shop,2707.0
8917,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2708.0
8918,Bay Street Corridor,43.6575113467,-79.3857212509,NEO COFFEE BAR,Coffee Shop,2709.0
8919,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2710.0
8920,Bay Street Corridor,43.6575113467,-79.3857212509,Tim Hortons,Coffee Shop,2711.0
8921,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2712.0
8922,Bay Street Corridor,43.6575113467,-79.3857212509,Tim Hortons,Coffee Shop,2713.0
8923,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2714.0
8924,Bay Street Corridor,43.6575113467,-79.3857212509,I Deal Coffee,Coffee Shop,2715.0
8925,Bay Street Corridor,43.6575113467,-79.3857212509,Le Gourmand Café,Café,2716.0
8926,Bay Street Corridor,43.6575113467,-79.3857212509,Tim Hortons,Coffee Shop,2717.0
8927,Bay Street Corridor,43.6575113467,-79.3857212509,Versus Coffee,Coffee Shop,2718.0
8928,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2719.0
8929,Bay Street Corridor,43.6575113467,-79.3857212509,Tim Hortons,Coffee Shop,2720.0
8930,Bay Street Corridor,43.6575113467,-79.3857212509,Nespresso Boutique at The Bay,Coffee Shop,2721.0
8931,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2722.0
8932,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2723.0
8933,Bay Street Corridor,43.6575113467,-79.3857212509,Starbucks,Coffee Shop,2724.0
8934,Bay Street Corridor,43.6575113467,-79.3857212509,Tim Hortons,Coffee Shop,2725.0
8935,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2726.0
8936,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2727.0
8937,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2728.0
8938,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2729.0
8939,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2730.0
8940,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2731.0
8941,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2732.0
8942,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2733.0
8943,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2734.0
8944,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Quantum Coffee,Coffee Shop,2735.0
8945,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Strange Love,Coffee Shop,2736.0
8946,Waterfront Communities-The Island,43.6338803623,-79.3772023146,NEO COFFEE BAR,Coffee Shop,2737.0
8947,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2738.0
8948,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2739.0
8949,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2740.0
8950,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Versus Coffee,Coffee Shop,2741.0
8951,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2742.0
8952,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Lavazza Espression,Coffee Shop,2743.0
8953,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2744.0
8954,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2745.0
8955,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Boxcar Social,Café,2746.0
8956,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Second Cup,Coffee Shop,2747.0
8957,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2748.0
8958,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Pilot Coffee Roasters,Coffee Shop,2749.0
8959,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons / Esso,Coffee Shop,2750.0
8960,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Pilot Coffee Roasters,Coffee Shop,2751.0
8961,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2752.0
8962,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Third Wave Coffee,Coffee Shop,2753.0
8963,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Aroma Espresso Bar,Coffee Shop,2754.0
8964,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Dark Horse Espresso Bar,Coffee Shop,2755.0
8965,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2756.0
8966,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Boxcar Social Temperance,Bar,2757.0
8967,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2758.0
8968,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2759.0
8969,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2760.0
8970,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2761.0
8971,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2762.0
8972,Waterfront Communities-The Island,43.6338803623,-79.3772023146,The Poet Cafe,Café,2763.0
8973,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2764.0
8974,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2765.0
8975,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2766.0
8976,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2767.0
8977,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Timothy's World Coffee,Coffee Shop,2768.0
8978,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2769.0
8979,Waterfront Communities-The Island,43.6338803623,-79.3772023146,373 King Street West,Coffee Shop,2770.0
8980,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Tim Hortons,Coffee Shop,2771.0
8981,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2772.0
8982,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Starbucks,Coffee Shop,2773.0
8983,Waterfront Communities-The Island,43.6338803623,-79.3772023146,Petit Marche,Sandwich Place,2774.0
8984,Kensington-Chinatown,43.653554131599996,-79.3972398768,Neo Coffee Bar,Coffee Shop,2775.0
8985,Kensington-Chinatown,43.653554131599996,-79.3972398768,HotBlack Coffee,Coffee Shop,2776.0
8986,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2777.0
8987,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2778.0
8988,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2779.0
8989,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2780.0
8990,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2781.0
8991,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2782.0
8992,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2783.0
8993,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2784.0
8994,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2785.0
8995,Kensington-Chinatown,43.653554131599996,-79.3972398768,Pilot Coffee Roasters,Coffee Shop,2786.0
8996,Kensington-Chinatown,43.653554131599996,-79.3972398768,Nespresso Boutique - Bar,Coffee Shop,2787.0
8997,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2788.0
8998,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2789.0
8999,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2790.0
9000,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2791.0
9001,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2792.0
9002,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2793.0
9003,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2794.0
9004,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2795.0
9005,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2796.0
9006,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2797.0
9007,Kensington-Chinatown,43.653554131599996,-79.3972398768,Hailed Coffee,Coffee Shop,2798.0
9008,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2799.0
9009,Kensington-Chinatown,43.653554131599996,-79.3972398768,Quantum Coffee,Coffee Shop,2800.0
9010,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2801.0
9011,Kensington-Chinatown,43.653554131599996,-79.3972398768,Strange Love,Coffee Shop,2802.0
9012,Kensington-Chinatown,43.653554131599996,-79.3972398768,Second Cup,Coffee Shop,2803.0
9013,Kensington-Chinatown,43.653554131599996,-79.3972398768,NADÈGE,Bakery,2804.0
9014,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2805.0
9015,Kensington-Chinatown,43.653554131599996,-79.3972398768,The Tampered Press,Coffee Shop,2806.0
9016,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2807.0
9017,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2808.0
9018,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2809.0
9019,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2810.0
9020,Kensington-Chinatown,43.653554131599996,-79.3972398768,I Deal Coffee,Coffee Shop,2811.0
9021,Kensington-Chinatown,43.653554131599996,-79.3972398768,Le Gourmand Café,Café,2812.0
9022,Kensington-Chinatown,43.653554131599996,-79.3972398768,Shy Coffee Co.,Coffee Shop,2813.0
9023,Kensington-Chinatown,43.653554131599996,-79.3972398768,Versus Coffee,Coffee Shop,2814.0
9024,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2815.0
9025,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2816.0
9026,Kensington-Chinatown,43.653554131599996,-79.3972398768,Nespresso Boutique at The Bay,Coffee Shop,2817.0
9027,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2818.0
9028,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2819.0
9029,Kensington-Chinatown,43.653554131599996,-79.3972398768,Starbucks,Coffee Shop,2820.0
9030,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2821.0
9031,Kensington-Chinatown,43.653554131599996,-79.3972398768,Hong Shing Chinese Restaurant,Chinese Restaurant,2822.0
9032,Kensington-Chinatown,43.653554131599996,-79.3972398768,Lavazza Espression,Coffee Shop,2823.0
9033,Kensington-Chinatown,43.653554131599996,-79.3972398768,Tim Hortons,Coffee Shop,2824.0
9034,University,43.6625062026,-79.401179748,Neo Coffee Bar,Coffee Shop,2825.0
9035,University,43.6625062026,-79.401179748,HotBlack Coffee,Coffee Shop,2826.0
9036,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2827.0
9037,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2828.0
9038,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2829.0
9039,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2830.0
9040,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2831.0
9041,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2832.0
9042,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2833.0
9043,University,43.6625062026,-79.401179748,Pilot Coffee Roasters,Coffee Shop,2834.0
9044,University,43.6625062026,-79.401179748,Nespresso Boutique - Bar,Coffee Shop,2835.0
9045,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2836.0
9046,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2837.0
9047,University,43.6625062026,-79.401179748,Rooster Coffee House,Coffee Shop,2838.0
9048,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2839.0
9049,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2840.0
9050,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2841.0
9051,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2842.0
9052,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2843.0
9053,University,43.6625062026,-79.401179748,Hailed Coffee,Coffee Shop,2844.0
9054,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2845.0
9055,University,43.6625062026,-79.401179748,Quantum Coffee,Coffee Shop,2846.0
9056,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2847.0
9057,University,43.6625062026,-79.401179748,Strange Love,Coffee Shop,2848.0
9058,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2849.0
9059,University,43.6625062026,-79.401179748,The Tampered Press,Coffee Shop,2850.0
9060,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2851.0
9061,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2852.0
9062,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2853.0
9063,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2854.0
9064,University,43.6625062026,-79.401179748,I Deal Coffee,Coffee Shop,2855.0
9065,University,43.6625062026,-79.401179748,Le Gourmand Café,Café,2856.0
9066,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2857.0
9067,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2858.0
9068,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2859.0
9069,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2860.0
9070,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2861.0
9071,University,43.6625062026,-79.401179748,Hong Shing Chinese Restaurant,Chinese Restaurant,2862.0
9072,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2863.0
9073,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2864.0
9074,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2865.0
9075,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2866.0
9076,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2867.0
9077,University,43.6625062026,-79.401179748,Bellwoods Coffee And Gelato,Coffee Shop,2868.0
9078,University,43.6625062026,-79.401179748,Second Cup,Coffee Shop,2869.0
9079,University,43.6625062026,-79.401179748,Manic Coffee,Café,2870.0
9080,University,43.6625062026,-79.401179748,Ezra's Pound,Café,2871.0
9081,University,43.6625062026,-79.401179748,Impact Kitchen,Café,2872.0
9082,University,43.6625062026,-79.401179748,Starbucks,Coffee Shop,2873.0
9083,University,43.6625062026,-79.401179748,Tim Hortons,Coffee Shop,2874.0
9084,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2875.0
9085,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Starbucks,Coffee Shop,2876.0
9086,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Dark Horse Espresso Bar,Coffee Shop,2877.0
9087,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2878.0
9088,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2879.0
9089,Palmerston-Little Italy,43.6591571037,-79.41840872739999,NADÈGE,Bakery,2880.0
9090,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Fix Coffee + Bikes,Bike Shop,2881.0
9091,Palmerston-Little Italy,43.6591571037,-79.41840872739999,The Tampered Press,Coffee Shop,2882.0
9092,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2883.0
9093,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2884.0
9094,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Daily Grind,Coffee Shop,2885.0
9095,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Jimmy's Coffee,Coffee Shop,2886.0
9096,Palmerston-Little Italy,43.6591571037,-79.41840872739999,I Deal Coffee,Coffee Shop,2887.0
9097,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Starbucks,Coffee Shop,2888.0
9098,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2889.0
9099,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2890.0
9100,Palmerston-Little Italy,43.6591571037,-79.41840872739999,135 Ossington,Coffee Shop,2891.0
9101,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Bellwoods Coffee And Gelato,Coffee Shop,2892.0
9102,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Second Cup,Coffee Shop,2893.0
9103,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Manic Coffee,Café,2894.0
9104,Palmerston-Little Italy,43.6591571037,-79.41840872739999,The Roasted Nut,Coffee Shop,2895.0
9105,Palmerston-Little Italy,43.6591571037,-79.41840872739999,The Moonbean Cafe,Café,2896.0
9106,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Field Trip Cafe,Café,2897.0
9107,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Early Bird Espresso & Brew Bar,Café,2898.0
9108,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Starbucks,Coffee Shop,2899.0
9109,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Ninetails,Coffee Shop,2900.0
9110,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Mallo Coffee & Bar,Coffee Shop,2901.0
9111,Palmerston-Little Italy,43.6591571037,-79.41840872739999,White Squirrel,Café,2902.0
9112,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Starbucks,Coffee Shop,2903.0
9113,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2904.0
9114,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Dark Horse Espresso Bar,Coffee Shop,2905.0
9115,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Esso,Gas Station,2906.0
9116,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2907.0
9117,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Home Baking Co.,Bakery,2908.0
9118,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Starbucks,Coffee Shop,2909.0
9119,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Creeds Coffee Bar,Coffee Shop,2910.0
9120,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Coffee Pocket,Coffee Shop,2911.0
9121,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2912.0
9122,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Good Neighbour,Coffee Shop,2913.0
9123,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2914.0
9124,Palmerston-Little Italy,43.6591571037,-79.41840872739999,i deal coffee,Coffee Shop,2915.0
9125,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Sam James Coffee Bar,Coffee Shop,2916.0
9126,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Hamers Coffee,Coffee Shop,2917.0
9127,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2918.0
9128,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2919.0
9129,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Run and Gun Coffee,Coffee Shop,2920.0
9130,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Wallace Espresso,Coffee Shop,2921.0
9131,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Contra Cafe,Café,2922.0
9132,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Tim Hortons,Coffee Shop,2923.0
9133,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Café Pamenar,Café,2924.0
9134,Trinity-Bellwoods,43.6501763,-79.4153421634,Tim Hortons,Coffee Shop,2925.0
9135,Trinity-Bellwoods,43.6501763,-79.4153421634,Pilot Coffee Roasters,Coffee Shop,2926.0
9136,Trinity-Bellwoods,43.6501763,-79.4153421634,Starbucks,Coffee Shop,2927.0
9137,Trinity-Bellwoods,43.6501763,-79.4153421634,Starbucks,Coffee Shop,2928.0
9138,Trinity-Bellwoods,43.6501763,-79.4153421634,Tim Hortons,Coffee Shop,2929.0
9139,Trinity-Bellwoods,43.6501763,-79.4153421634,Starbucks,Coffee Shop,2930.0
9140,Trinity-Bellwoods,43.6501763,-79.4153421634,Quantum Coffee,Coffee Shop,2931.0
9141,Trinity-Bellwoods,43.6501763,-79.4153421634,Strange Love,Coffee Shop,2932.0
9142,Trinity-Bellwoods,43.6501763,-79.4153421634,Second Cup,Coffee Shop,2933.0
9143,Trinity-Bellwoods,43.6501763,-79.4153421634,NADÈGE,Bakery,2934.0
9144,Trinity-Bellwoods,43.6501763,-79.4153421634,Fix Coffee + Bikes,Bike Shop,2935.0
9145,Trinity-Bellwoods,43.6501763,-79.4153421634,Starbucks,Coffee Shop,2936.0
9146,Trinity-Bellwoods,43.6501763,-79.4153421634,The Tampered Press,Coffee Shop,2937.0
9147,Trinity-Bellwoods,43.6501763,-79.4153421634,Tim Hortons,Coffee Shop,2938.0
9148,Trinity-Bellwoods,43.6501763,-79.4153421634,Tim Hortons,Coffee Shop,2939.0
9149,Trinity-Bellwoods,43.6501763,-79.4153421634,Tim Hortons,Coffee Shop,2940.0
9150,Trinity-Bellwoods,43.6501763,-79.4153421634,Tim Hortons,Coffee Shop,2941.0
9151,Trinity-Bellwoods,43.6501763,-79.4153421634,Jimmy's Coffee,Coffee Shop,2942.0
9152,Trinity-Bellwoods,43.6501763,-79.4153421634,Starbucks,Coffee Shop,2943.0
9153,Trinity-Bellwoods,43.6501763,-79.4153421634,I Deal Coffee,Coffee Shop,2944.0
9154,Trinity-Bellwoods,43.6501763,-79.4153421634,Le Gourmand Café,Café,2945.0
9155,Trinity-Bellwoods,43.6501763,-79.4153421634,Shy Coffee Co.,Coffee Shop,2946.0
9156,Trinity-Bellwoods,43.6501763,-79.4153421634,Starbucks,Coffee Shop,2947.0
9157,Trinity-Bellwoods,43.6501763,-79.4153421634,Tim Hortons,Coffee Shop,2948.0
9158,Trinity-Bellwoods,43.6501763,-79.4153421634,Tim Hortons,Coffee Shop,2949.0
9159,Trinity-Bellwoods,43.6501763,-79.4153421634,Tim Hortons,Coffee Shop,2950.0
9160,Trinity-Bellwoods,43.6501763,-79.4153421634,Tim Hortons,Coffee Shop,2951.0
9161,Trinity-Bellwoods,43.6501763,-79.4153421634,135 Ossington,Coffee Shop,2952.0
9162,Trinity-Bellwoods,43.6501763,-79.4153421634,Bellwoods Coffee And Gelato,Coffee Shop,2953.0
9163,Trinity-Bellwoods,43.6501763,-79.4153421634,Second Cup,Coffee Shop,2954.0
9164,Trinity-Bellwoods,43.6501763,-79.4153421634,Manic Coffee,Café,2955.0
9165,Trinity-Bellwoods,43.6501763,-79.4153421634,The Roasted Nut,Coffee Shop,2956.0
9166,Trinity-Bellwoods,43.6501763,-79.4153421634,Impact Kitchen,Café,2957.0
9167,Trinity-Bellwoods,43.6501763,-79.4153421634,Starbucks,Coffee Shop,2958.0
9168,Trinity-Bellwoods,43.6501763,-79.4153421634,The Moonbean Cafe,Café,2959.0
9169,Trinity-Bellwoods,43.6501763,-79.4153421634,Field Trip Cafe,Café,2960.0
9170,Trinity-Bellwoods,43.6501763,-79.4153421634,Early Bird Espresso & Brew Bar,Café,2961.0
9171,Trinity-Bellwoods,43.6501763,-79.4153421634,Starbucks,Coffee Shop,2962.0
9172,Trinity-Bellwoods,43.6501763,-79.4153421634,COPS,Donut Shop,2963.0
9173,Trinity-Bellwoods,43.6501763,-79.4153421634,Ninetails,Coffee Shop,2964.0
9174,Trinity-Bellwoods,43.6501763,-79.4153421634,Mallo Coffee & Bar,Coffee Shop,2965.0
9175,Trinity-Bellwoods,43.6501763,-79.4153421634,White Squirrel,Café,2966.0
9176,Trinity-Bellwoods,43.6501763,-79.4153421634,Tim Hortons / Esso,Coffee Shop,2967.0
9177,Trinity-Bellwoods,43.6501763,-79.4153421634,Starbucks,Coffee Shop,2968.0
9178,Trinity-Bellwoods,43.6501763,-79.4153421634,Tim Hortons,Coffee Shop,2969.0
9179,Trinity-Bellwoods,43.6501763,-79.4153421634,Dark Horse Espresso Bar,Coffee Shop,2970.0
9180,Trinity-Bellwoods,43.6501763,-79.4153421634,Esso,Gas Station,2971.0
9181,Trinity-Bellwoods,43.6501763,-79.4153421634,Tim Hortons,Coffee Shop,2972.0
9182,Trinity-Bellwoods,43.6501763,-79.4153421634,Coffee Pocket,Coffee Shop,2973.0
